GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,NAME_E,AD38E001,AD38E002,AD38E003,AD38E004,AD38E005,AD39E001,AD39E002,AD39E003,AD39E004,AD39E005,AD39E006,AD4AE001,AD4AE002,AD4AE003,AD4AE004,AD4AE005,AD4AE006,AD4BE001,NAME_M,AD38M001,AD38M002,AD38M003,AD38M004,AD38M005,AD39M001,AD39M002,AD39M003,AD39M004,AD39M005,AD39M006,AD4AM001,AD4AM002,AD4AM003,AD4AM004,AD4AM005,AD4AM006,AD4BM001
"G3101690","2011-2015",,,"Nebraska","31","Thayer County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,"Thayer County, Nebraska",19920,36521,54281,88000,146656,11861,28602,45266,69703,164491,334909,3.71,8.94,14.15,21.79,51.42,26.17,0.4765,"Thayer County, Nebraska",2071,1297,4169,6101,43733,1313,2597,2491,5214,43069,153837,0.60,1.31,1.88,2.58,5.95,8.39,0.0623
"G3101710","2011-2015",,,"Nebraska","31","Thomas County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,"Thomas County, Nebraska",25000,43333,62500,90833,156563,15043,33268,50841,74987,163957,301408,4.45,9.84,15.04,22.18,48.49,22.29,0.4373,"Thomas County, Nebraska",4330,5166,13242,15907,23851,3870,5366,5421,8450,37976,113736,1.10,1.31,1.75,2.43,5.06,5.87,0.0512
"G3101730","2011-2015",,,"Nebraska","31","Thurston County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,"Thurston County, Nebraska",17023,33227,51012,80421,142300,9358,24464,41433,65383,149841,283536,3.22,8.42,14.26,22.51,51.58,24.40,0.4835,"Thurston County, Nebraska",1763,1841,2941,4721,10846,925,1670,2054,2817,19086,69585,0.37,0.75,1.11,1.53,3.38,4.59,0.0346
"G3101750","2011-2015",,,"Nebraska","31","Valley County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,"Valley County, Nebraska",18200,36328,54549,86179,155585,12048,27307,45419,67906,140851,224916,4.10,9.30,15.47,23.13,47.99,19.16,0.4353,"Valley County, Nebraska",4180,2651,4172,9073,16278,1252,2623,3067,5241,14267,36133,0.45,0.80,1.04,1.21,2.52,2.34,0.0253
"G3101770","2011-2015",,,"Nebraska","31","Washington County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Nebraska",30742,53104,82185,114969,176315,17246,41814,66267,97862,174252,279611,4.34,10.52,16.67,24.62,43.84,17.59,0.3994,"Washington County, Nebraska",3266,3356,4500,7265,8363,2377,2588,3507,3537,11843,38513,0.55,0.57,0.77,0.83,1.87,2.02,0.0204
"G3101790","2011-2015",,,"Nebraska","31","Wayne County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Nebraska",20252,41173,70638,102255,168971,12929,30830,54888,83270,159203,264731,3.79,9.04,16.09,24.41,46.67,19.40,0.4344,"Wayne County, Nebraska",3782,4341,5114,9033,58478,1756,4054,6221,5407,17626,43573,0.46,0.92,1.35,1.24,2.76,2.37,0.0283
"G3101810","2011-2015",,,"Nebraska","31","Webster County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, Nebraska",18048,32535,49036,76217,124125,10724,24047,40067,61439,119542,186544,4.19,9.40,15.66,24.02,46.73,18.23,0.4268,"Webster County, Nebraska",1370,2559,5732,4650,6282,1667,2043,2735,4300,10422,31185,0.61,0.69,0.82,1.08,2.23,2.45,0.0244
"G3101830","2011-2015",,,"Nebraska","31","Wheeler County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wheeler County, Nebraska",24000,38400,52326,80688,205458,14552,31830,45616,64999,170288,326415,4.45,9.73,13.94,19.86,52.03,24.93,0.4602,"Wheeler County, Nebraska",5859,4934,7229,29591,113603,2802,3894,4787,11681,35959,95825,0.81,1.29,1.46,2.77,5.23,5.69,0.0506
"G3101850","2011-2015",,,"Nebraska","31","York County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,"York County, Nebraska",24473,42254,64133,95122,159727,13772,33294,52835,76217,158689,280378,4.11,9.94,15.78,22.76,47.40,20.94,0.4305,"York County, Nebraska",1918,2656,2563,6943,26212,2288,2424,3096,3641,17954,57671,0.66,0.80,1.05,1.10,2.89,3.27,0.0315
"G3200010","2011-2015",,,"Nevada","32","Churchill County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Churchill County, Nevada",21225,37887,57451,96310,145259,11238,29988,47197,75350,135545,186696,3.75,10.02,15.77,25.17,45.28,15.59,0.4159,"Churchill County, Nevada",2762,3038,3088,8089,13196,1704,2424,3124,4971,7639,17222,0.53,0.71,0.76,0.96,1.80,1.31,0.0199
"G3200030","2011-2015",,,"Nevada","32","Clark County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Clark County, Nevada",23268,41483,63364,98224,172462,12643,32175,51849,78865,168631,296985,3.68,9.35,15.06,22.91,48.99,21.57,0.4516,"Clark County, Nevada",301,384,551,888,2139,220,318,431,564,2213,7409,0.07,0.09,0.11,0.15,0.33,0.41,0.0036
"G3200050","2011-2015",,,"Nevada","32","Douglas County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Nevada",26817,47994,71203,108193,192688,15436,37322,58900,86909,186710,328121,4.01,9.69,15.29,22.56,48.46,21.29,0.4415,"Douglas County, Nevada",1423,2169,2386,5505,12748,1447,1831,2123,3257,13905,48201,0.36,0.50,0.63,0.88,1.94,2.48,0.0204
"G3200070","2011-2015",,,"Nevada","32","Elko County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Elko County, Nevada",33831,58626,84085,120378,199396,19077,46046,71389,100608,180962,279033,4.56,11.01,17.08,24.06,43.28,16.69,0.3875,"Elko County, Nevada",2738,2724,3654,5892,17388,1587,2436,2961,4022,11738,37871,0.38,0.58,0.62,0.73,1.74,1.94,0.0193
"G3200090","2011-2015",,,"Nevada","32","Esmeralda County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Esmeralda County, Nevada",17470,29682,50350,68800,127713,10780,23225,39175,58043,105314,144553,4.56,9.82,16.56,24.54,44.52,15.28,0.4014,"Esmeralda County, Nevada",2558,5765,10746,11456,27354,2952,4777,7747,7477,17465,18823,1.14,1.56,2.21,1.54,4.03,1.98,0.0430
"G3200110","2011-2015",,,"Nevada","32","Eureka County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Eureka County, Nevada",18981,48395,81300,110361,138331,10906,31963,60755,96781,130693,160178,3.29,9.65,18.35,29.23,39.47,12.09,0.3844,"Eureka County, Nevada",16297,15259,19680,10506,14226,5499,11983,14995,12352,13455,29025,1.39,2.71,2.52,2.30,4.24,2.15,0.0545
"G3200130","2011-2015",,,"Nevada","32","Humboldt County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Humboldt County, Nevada",26472,52045,75125,107300,160185,14706,38682,64042,92325,150681,215391,4.08,10.73,17.77,25.61,41.81,14.94,0.3844,"Humboldt County, Nevada",2289,5329,7143,5129,13147,1889,3931,4790,5401,13108,41563,0.54,0.79,0.94,0.98,2.26,2.36,0.0239
"G3200150","2011-2015",,,"Nevada","32","Lander County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lander County, Nevada",27365,67829,89974,113161,153731,17531,46646,79245,102249,155673,222392,4.37,11.62,19.74,25.48,38.79,13.85,0.3506,"Lander County, Nevada",14714,17643,10608,11271,30236,4358,11555,8494,7262,18687,59021,0.92,2.10,1.28,1.54,3.35,3.29,0.0410
"G3200170","2011-2015",,,"Nevada","32","Lincoln County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Nevada",20324,35603,52008,75894,130914,11176,27128,45140,61877,168198,394095,3.56,8.65,14.40,19.74,53.65,31.43,0.4993,"Lincoln County, Nevada",5945,7727,4753,6484,36840,3102,5409,6320,6682,90241,340846,1.45,2.85,4.16,5.75,13.52,18.62,0.1403
"G3200190","2011-2015",,,"Nevada","32","Lyon County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Lyon County, Nevada",23044,40680,57523,88273,134638,13636,31954,47907,70479,129372,198029,4.65,10.89,16.33,24.03,44.10,16.88,0.3937,"Lyon County, Nevada",1788,1608,2480,4539,11633,1283,1947,2007,3253,7987,24103,0.40,0.53,0.54,0.74,1.52,1.65,0.0169
"G3200210","2011-2015",,,"Nevada","32","Mineral County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mineral County, Nevada",16667,30568,54430,81316,127788,10007,22640,40890,63693,114774,166291,3.97,8.98,16.23,25.27,45.54,16.50,0.4221,"Mineral County, Nevada",2666,4271,4170,16961,27745,1715,3541,7375,7543,13675,29462,0.67,1.08,1.92,1.32,3.33,2.49,0.0340
"G3200230","2011-2015",,,"Nevada","32","Nye County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Nye County, Nevada",19482,34949,51262,78901,139265,11350,26634,42181,63807,124804,186331,4.22,9.91,15.69,23.74,46.43,17.33,0.4195,"Nye County, Nevada",1289,2732,2724,4435,8608,1219,1670,2096,3107,8194,20409,0.42,0.47,0.55,0.63,1.29,1.42,0.0144
"G3200270","2011-2015",,,"Nevada","32","Pershing County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Pershing County, Nevada",22477,37293,55542,91300,128673,11991,28904,45814,70416,117916,143333,4.36,10.51,16.66,25.60,42.87,13.03,0.3870,"Pershing County, Nevada",4137,5675,5531,9917,7377,3054,4137,5012,8654,9000,10005,1.03,1.28,1.14,1.88,2.19,1.11,0.0283
"G3200290","2011-2015",,,"Nevada","32","Storey County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Storey County, Nevada",32206,55264,75598,104757,167245,19985,42561,66306,86456,159393,229524,5.33,11.36,17.70,23.07,42.54,15.31,0.3664,"Storey County, Nevada",6898,13560,4491,28654,38949,4654,6910,8101,11556,20342,48878,1.10,1.36,1.40,1.68,3.20,2.89,0.0375
"G3200310","2011-2015",,,"Nevada","32","Washoe County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Washoe County, Nevada",22323,41706,66295,105243,185784,12396,31733,53298,82954,181566,323479,3.43,8.77,14.72,22.92,50.16,22.34,0.4663,"Washoe County, Nevada",557,592,1162,1902,5457,377,682,944,1285,4583,14226,0.11,0.18,0.23,0.29,0.62,0.73,0.0064
"G3200330","2011-2015",,,"Nevada","32","White Pine County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"White Pine County, Nevada",25231,46818,65789,105071,158625,13297,36590,56645,83346,159191,247849,3.81,10.48,16.23,23.88,45.60,17.75,0.4167,"White Pine County, Nevada",3994,4208,6535,12606,18069,3163,4346,4942,9768,24877,84501,0.81,1.17,1.21,2.09,3.48,4.80,0.0376
"G3205100","2011-2015",,,"Nevada","32","Carson City","510",,,,,,,,,,,,,,,,,,,,,,,,,,,"Carson City, Nevada",20363,37678,60007,92132,153952,11834,28909,48162,74658,153679,263647,3.73,9.11,15.18,23.53,48.44,20.78,0.4487,"Carson City, Nevada",1423,2047,2456,3663,6894,978,1734,2243,2921,10011,34012,0.27,0.46,0.56,0.75,1.65,2.06,0.0173
"G3300010","2011-2015",,,"New Hampshire","33","Belknap County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Belknap County, New Hampshire",25673,49819,74933,109832,184046,14765,37453,62000,91101,180658,308007,3.83,9.70,16.06,23.60,46.81,19.95,0.4312,"Belknap County, New Hampshire",2058,1983,2956,3088,9316,1210,1959,2221,2884,7974,26350,0.29,0.42,0.45,0.58,1.17,1.37,0.0129
"G3300030","2011-2015",,,"New Hampshire","33","Carroll County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, New Hampshire",25762,43750,63933,100983,180601,14599,34503,53350,80077,181846,343198,4.01,9.47,14.64,21.98,49.91,23.55,0.4558,"Carroll County, New Hampshire",1715,1774,2042,4251,10199,1341,1970,2373,3090,14773,49304,0.35,0.53,0.62,0.82,1.91,2.41,0.0205
"G3300050","2011-2015",,,"New Hampshire","33","Cheshire County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheshire County, New Hampshire",24493,45917,69416,104259,177197,13708,34651,57714,85992,177351,318197,3.71,9.38,15.62,23.28,48.01,21.53,0.4445,"Cheshire County, New Hampshire",1323,2138,1970,2839,10538,1017,1422,1729,2037,10621,35281,0.29,0.39,0.49,0.63,1.50,1.79,0.0159
"G3300070","2011-2015",,,"New Hampshire","33","Coos County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Coos County, New Hampshire",17999,33340,52414,80393,133350,11235,25523,42563,65659,129467,218138,4.10,9.30,15.51,23.92,47.17,19.87,0.4343,"Coos County, New Hampshire",1036,1439,1908,2119,11503,617,1157,1566,2109,7350,22413,0.22,0.40,0.51,0.64,1.30,1.50,0.0131
"G3300090","2011-2015",,,"New Hampshire","33","Grafton County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Grafton County, New Hampshire",25254,45080,70318,111505,217528,14409,34966,56383,87722,201532,360904,3.65,8.85,14.27,22.21,51.02,22.84,0.4689,"Grafton County, New Hampshire",1386,1652,2052,4707,11283,1049,1408,1768,2620,11404,32729,0.28,0.35,0.41,0.62,1.33,1.43,0.0137
"G3300110","2011-2015",,,"New Hampshire","33","Hillsborough County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hillsborough County, New Hampshire",30520,56970,87366,131034,224911,17262,43489,71592,107197,209816,341507,3.84,9.68,15.93,23.86,46.69,19.00,0.4292,"Hillsborough County, New Hampshire",823,1124,1147,1478,5611,529,902,976,1250,4877,15329,0.11,0.19,0.19,0.25,0.54,0.64,0.0061
"G3300130","2011-2015",,,"New Hampshire","33","Merrimack County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Merrimack County, New Hampshire",28712,52473,80885,119469,198240,16362,40202,66180,97626,184074,289812,4.05,9.94,16.36,24.14,45.51,17.91,0.4163,"Merrimack County, New Hampshire",1036,1515,1625,2925,5984,719,1220,1604,1940,6164,19600,0.17,0.24,0.28,0.37,0.77,0.94,0.0080
"G3300150","2011-2015",,,"New Hampshire","33","Rockingham County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockingham County, New Hampshire",38011,65949,98351,143674,239346,22017,51859,81234,117944,235413,400657,4.33,10.20,15.98,23.20,46.30,19.70,0.4190,"Rockingham County, New Hampshire",1033,1458,1638,2705,5473,706,1088,1297,1804,7228,24403,0.14,0.23,0.22,0.32,0.72,0.93,0.0081
"G3300170","2011-2015",,,"New Hampshire","33","Strafford County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Strafford County, New Hampshire",24863,46979,74512,113327,183426,14312,35884,60425,92131,179642,292656,3.75,9.38,15.80,24.09,46.98,19.13,0.4348,"Strafford County, New Hampshire",1048,1544,2003,2504,4763,788,1181,1317,2150,8476,29527,0.22,0.34,0.40,0.56,1.18,1.54,0.0130
"G3300190","2011-2015",,,"New Hampshire","33","Sullivan County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sullivan County, New Hampshire",24308,45020,68258,100875,162262,14007,34544,56450,82512,155163,242623,4.09,10.08,16.47,24.08,45.28,17.70,0.4124,"Sullivan County, New Hampshire",1532,2527,3253,3758,11799,1234,1992,2151,2782,7057,17980,0.33,0.47,0.37,0.55,1.02,0.98,0.0119
"G3400010","2011-2015",,,"New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Atlantic County, New Jersey",22404,42824,68008,110254,193973,12379,32307,54587,86896,179678,294649,3.39,8.83,14.92,23.75,49.11,20.13,0.4572,"Atlantic County, New Jersey",794,1126,1671,2385,5963,525,954,1163,1654,4817,13541,0.13,0.22,0.24,0.30,0.66,0.70,0.0070
"G3400030","2011-2015",,,"New Jersey","34","Bergen County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bergen County, New Jersey",33612,66380,106930,169504,250001,17719,49694,85999,135230,305913,557572,2.98,8.36,14.46,22.74,51.45,23.44,0.4832,"Bergen County, New Jersey",641,961,1110,1829,,451,657,935,1333,5996,18385,0.07,0.10,0.16,0.23,0.44,0.54,0.0042
"G3400050","2011-2015",,,"New Jersey","34","Burlington County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Burlington County, New Jersey",35298,62660,95288,144267,242120,20251,48919,78605,116708,231550,385291,4.08,9.86,15.85,23.53,46.68,19.42,0.4259,"Burlington County, New Jersey",852,1168,1187,1637,5933,577,828,947,1306,5221,18289,0.11,0.16,0.20,0.29,0.59,0.75,0.0062
"G3400070","2011-2015",,,"New Jersey","34","Camden County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Camden County, New Jersey",23087,48003,78860,122036,204258,12221,35358,62375,98587,197863,331878,3.01,8.70,15.35,24.26,48.69,20.42,0.4601,"Camden County, New Jersey",722,965,1375,1538,4661,340,779,1009,1161,4526,14206,0.08,0.16,0.20,0.27,0.54,0.64,0.0055
"G3400090","2011-2015",,,"New Jersey","34","Cape May County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cape May County, New Jersey",25152,46228,71917,112604,198747,14042,35115,57992,89697,188778,323531,3.65,9.11,15.04,23.26,48.95,20.97,0.4526,"Cape May County, New Jersey",1119,1884,2358,3152,6257,834,1276,1886,2617,7143,20708,0.19,0.24,0.35,0.48,0.91,1.01,0.0089
"G3400110","2011-2015",,,"New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cumberland County, New Jersey",20363,39559,62873,98406,159179,11432,29788,50206,79498,152803,245835,3.54,9.20,15.51,24.56,47.20,18.98,0.4404,"Cumberland County, New Jersey",1052,1510,2519,2078,9288,666,1137,1486,2207,6359,21350,0.20,0.34,0.40,0.52,1.06,1.33,0.0113
"G3400130","2011-2015",,,"New Jersey","34","Essex County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Essex County, New Jersey",19395,40161,70301,126876,250001,10046,29112,54264,94974,254385,478230,2.27,6.57,12.25,21.45,57.45,27.00,0.5447,"Essex County, New Jersey",464,594,869,1668,,255,477,722,1295,4078,12617,0.06,0.11,0.17,0.25,0.46,0.53,0.0042
"G3400150","2011-2015",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Gloucester County, New Jersey",32634,61361,93208,137621,219218,18412,46934,76839,113559,207321,322688,3.98,10.14,16.59,24.52,44.77,17.42,0.4107,"Gloucester County, New Jersey",1067,1145,1545,2416,5007,671,1079,1300,1441,5168,17621,0.15,0.21,0.29,0.31,0.71,0.81,0.0078
"G3400170","2011-2015",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hudson County, New Jersey",21219,45480,76062,126816,239345,11174,32444,59870,98564,221655,379724,2.64,7.66,14.13,23.26,52.31,22.40,0.4953,"Hudson County, New Jersey",439,785,1122,1883,4270,322,620,961,1308,3800,10780,0.07,0.13,0.16,0.21,0.45,0.47,0.0044
"G3400190","2011-2015",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,"Hunterdon County, New Jersey",46312,85288,129513,194114,250001,25186,65123,106376,158444,328676,564096,3.68,9.52,15.56,23.17,48.07,20.62,0.4421,"Hunterdon County, New Jersey",2087,2117,3231,5243,,1414,2172,2627,3329,14340,39510,0.19,0.30,0.32,0.42,0.91,0.97,0.0096
"G3400210","2011-2015",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,"Mercer County, New Jersey",28074,56957,93258,151216,250001,14481,42119,73732,118574,270461,480281,2.79,8.11,14.20,22.83,52.08,23.12,0.4901,"Mercer County, New Jersey",1228,1430,1693,2353,,646,1132,1355,1668,6815,21836,0.11,0.20,0.26,0.32,0.70,0.79,0.0069
"G3400230","2011-2015",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,"Middlesex County, New Jersey",33047,62793,97599,146779,250001,18128,47851,79423,119771,230504,362244,3.66,9.65,16.02,24.16,46.50,18.27,0.4292,"Middlesex County, New Jersey",631,735,1280,1584,,373,607,824,1182,3397,10161,0.07,0.12,0.15,0.19,0.39,0.42,0.0041
"G3400250","2011-2015",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,"Monmouth County, New Jersey",32606,66162,106142,166503,250001,18197,49353,85771,133202,288506,506712,3.17,8.58,14.92,23.16,50.17,22.03,0.4695,"Monmouth County, New Jersey",850,1142,1314,2302,,488,831,1131,1585,5799,16776,0.09,0.13,0.16,0.24,0.44,0.50,0.0044
"G3400270","2011-2015",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,"Morris County, New Jersey",45351,81252,121108,188334,250001,24828,63231,100100,150835,332267,588744,3.70,9.42,14.91,22.47,49.50,21.93,0.4536,"Morris County, New Jersey",1106,1021,1480,3147,,817,1084,1342,1800,6923,21034,0.12,0.18,0.21,0.24,0.58,0.60,0.0062
"G3400290","2011-2015",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,"Ocean County, New Jersey",26227,48786,76957,119957,199617,15362,37077,62250,96727,190582,309740,3.82,9.22,15.49,24.06,47.41,19.26,0.4382,"Ocean County, New Jersey",523,822,1058,1546,2713,401,639,784,1105,3222,10440,0.10,0.14,0.17,0.22,0.48,0.53,0.0052
"G3400310","2011-2015",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,"Passaic County, New Jersey",21691,44482,77737,125359,217434,11127,32695,60037,99342,202041,324818,2.75,8.07,14.81,24.51,49.86,20.04,0.4741,"Passaic County, New Jersey",516,949,1236,2269,4516,397,659,1102,1331,4096,12871,0.09,0.15,0.21,0.25,0.49,0.60,0.0050
"G3400330","2011-2015",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,"Salem County, New Jersey",24436,48400,77123,117062,180980,13313,36585,62069,96564,175880,281766,3.46,9.52,16.15,25.12,45.75,18.32,0.4296,"Salem County, New Jersey",1740,2066,2647,2404,6205,873,1509,2280,2764,14458,53058,0.26,0.46,0.71,0.91,2.09,2.77,0.0221
"G3400350","2011-2015",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,"Somerset County, New Jersey",44391,81178,122050,192058,250001,24901,62701,100764,152825,334491,593026,3.69,9.28,14.91,22.62,49.50,21.94,0.4548,"Somerset County, New Jersey",1439,1501,2267,3495,,901,1455,1697,2519,9160,29532,0.14,0.19,0.23,0.32,0.68,0.81,0.0072
"G3400370","2011-2015",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,"Sussex County, New Jersey",39083,70006,102499,148836,247311,22513,54483,86232,122491,233072,384913,4.34,10.50,16.62,23.61,44.93,18.55,0.4063,"Sussex County, New Jersey",1966,1686,1767,3014,10075,939,1581,1903,2439,8164,26446,0.16,0.22,0.30,0.42,0.79,0.98,0.0079
"G3400390","2011-2015",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, New Jersey",27594,53822,88282,142409,250001,15051,40332,69819,111725,261368,470838,3.02,8.09,14.01,22.42,52.45,23.62,0.4905,"Union County, New Jersey",860,887,1362,1932,,480,765,1018,1324,6316,19005,0.10,0.16,0.22,0.29,0.63,0.70,0.0064
"G3400410","2011-2015",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, New Jersey",31423,55531,85555,130705,213643,18415,44106,69909,106051,197639,301763,4.22,10.11,16.03,24.32,45.32,17.30,0.4122,"Warren County, New Jersey",1038,1603,2346,4614,8986,958,1269,1874,2841,6674,17312,0.22,0.27,0.35,0.38,0.86,0.80,0.0092
"G3500010","2011-2015",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,"Bernalillo County, New Mexico",19078,36564,60503,98411,178966,10059,27447,47842,77235,165884,280791,3.07,8.36,14.56,23.51,50.50,21.37,0.4743,"Bernalillo County, New Mexico",516,539,834,1512,4379,342,491,688,997,3009,9548,0.09,0.13,0.16,0.23,0.45,0.56,0.0048
"G3500030","2011-2015",,,"New Mexico","35","Catron County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,"Catron County, New Mexico",16282,34191,46725,67019,131419,9808,24394,41810,55592,111610,170317,4.03,10.03,17.19,22.86,45.89,17.51,0.4133,"Catron County, New Mexico",4828,11525,5366,13144,35294,2935,7180,5663,8076,22504,37250,1.06,2.28,2.15,1.91,4.98,2.91,0.0533
"G3500050","2011-2015",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,"Chaves County, New Mexico",17543,31883,51795,85050,137889,9483,24841,41113,67910,136442,227670,3.41,8.88,14.69,24.27,48.75,20.34,0.4570,"Chaves County, New Mexico",1331,1599,2184,3102,4957,835,1228,2001,2873,9137,31173,0.29,0.40,0.60,0.83,1.68,2.14,0.0172
"G3500060","2011-2015",,,"New Mexico","35","Cibola County","006",,,,,,,,,,,,,,,,,,,,,,,,,,,"Cibola County, New Mexico",15167,26035,44149,69871,114826,8657,20556,34431,55598,109856,169731,3.78,8.97,15.03,24.27,47.95,18.52,0.4430,"Cibola County, New Mexico",1025,1724,4006,6337,14257,877,1343,2902,3929,8467,23402,0.42,0.59,0.85,0.99,1.91,1.99,0.0199
"G3500070","2011-2015",,,"New Mexico","35","Colfax County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,"Colfax County, New Mexico",12961,25653,44696,76623,121306,7860,18814,33516,58375,112770,172710,3.40,8.13,14.49,25.23,48.75,18.66,0.4602,"Colfax County, New Mexico",1242,1985,4511,6196,13261,1178,2413,3246,4679,10026,28148,0.46,0.80,0.86,1.22,2.22,2.25,0.0236
"G3500090","2011-2015",,,"New Mexico","35","Curry County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,"Curry County, New Mexico",16879,32044,51590,84876,146280,9478,24581,41224,67009,140499,244008,3.35,8.69,14.58,23.70,49.68,21.57,0.4662,"Curry County, New Mexico",1508,1499,2611,3187,9183,993,1579,2405,3134,18926,68185,0.41,0.73,1.10,1.60,3.44,4.67,0.0359
"G3500110","2011-2015",,,"New Mexico","35","De Baca County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,"De Baca County, New Mexico",15000,26875,44167,85385,108571,10361,20184,34495,63307,114865,171521,4.26,8.30,14.18,26.03,47.23,17.63,0.4409,"De Baca County, New Mexico",1997,5952,11287,17032,39654,2194,4097,6914,15408,17310,52332,0.88,1.24,1.58,3.36,4.81,4.49,0.0417
"G3500130","2011-2015",,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,"Doña Ana County, New Mexico",15893,29475,49246,83796,155992,8690,22225,38928,64683,142180,239984,3.14,8.03,14.07,23.38,51.38,21.68,0.4820,"Doña Ana County, New Mexico",753,1141,1578,2007,5509,530,899,1359,2168,5776,19459,0.19,0.28,0.39,0.63,1.16,1.43,0.0118
"G3500150","2011-2015",,,"New Mexico","35","Eddy County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,"Eddy County, New Mexico",23575,44209,70435,104384,168705,12979,33859,56341,85092,178064,324393,3.54,9.24,15.38,23.23,48.61,22.14,0.4529,"Eddy County, New Mexico",1802,2131,3469,4070,7618,1314,2052,2949,3103,26661,104413,0.41,0.77,1.17,1.76,3.83,5.57,0.0403
